Medication,Code_Type,Code,include_james,include_dorsa,include_consensus,include_james 2,Unnamed: 7,include_final
Hydrocodone 10 mg-Acetaminophen 500 mg Tablet,EPIC-MED,20031,0,0,True,,,0
Pramoxine hcl 222ml lotion 222ml bottle,BWH_CC,955175,0,0,True,,,0
Hydrocortisone-Pramoxine 1 %-1 % Topical Cream,EPIC-MED,11103,0,0,True,,,0
Amoxicillin 200 mg-Potassium Clavulanate 28.5 mg Chewable Tablet,EPIC-MED,33225,0,0,True,,,0
Hydrocodone/ acetaminophen 10 mg/325mg - LMR 5900,PAML-LMR,5900,0,0,True,,,0
Amox tr/potassium clavulanate 500 -125mg tablet 100 ea bottle,BWH_CC,942115,0,0,True,,,0
"Doxycycline Hyclate 150 mg Tablet,Delayed Release",EPIC-MED,92077,1,1,True,,,1
Amoxicillin 400 mg-Potassium Clavulanate 57 mg Chewable Tablet,EPIC-MED,33226,0,0,True,,,0
Sulfamethoxazole-Trimethoprim  IVPB In 1000 ml,EPIC-MED,4004082096,0,0,True,,,0
Acetaminophen 80 mg/0.8ml oral,MGH_CC,1342,0,0,True,,,0
Acetaminophen supp 80 mg,MGH_CC,707100,0,0,True,,,0
Childrens tylenol 160 mg/5ml oral liquid (acetaminophen 160 mg/5ml oral liquid) - LMR 4827,PAML-LMR,4827,0,0,True,,,0
Amoxicillin/clav.susp 200 mg/28.5mg (5 ml) - LMR 3426,PAML-LMR,3426,0,0,True,,,0
Sulfamethoxazole 800 mg-trimethoprim 160 mg tablet ed2pk cmpd cdh,EPIC-MED,7000110,1,1,True,,,1
Asa-Acetaminophen-Caff-Buffers Oral,EPIC-MED,129783,0,0,True,,,0
Tetracycline hydrochloride 250mg capsule,BWH_CC,908760,1,1,True,,,1
Minocycline hcl 100mg capsule 100 ea blist pack,BWH_CC,947565,1,1,True,,,1
Amoxicillin 500mg capsule 1 ea u/d,BWH_CC,907779,1,1,True,,,1
Sulfamethoxazole-Trimethoprim  IVPB In 125 ml,EPIC-MED,4004082425,0,0,True,,,0
Sulfamethoxazole - LMR 1746,LMR,1746,1,1,True,,,1
Magnesium Oxide-Magnesium Amino Acid Chelate 300 mg Capsule,EPIC-MED,120091,0,0,True,,,0
Tigecycline 50mg vial 1 ea vial,BWH_CC,948088,0,0,True,,,0
Childrens acetaminophen 160 mg/5 ml oral liquid,EPIC-MED,203490,0,0,True,,,0
Pramoxine-Zinc Oxide 1 %-5 % Topical Cream,EPIC-MED,40249,0,0,True,,,0
Sulfamethoxazole Oral,EPIC-MED,147893,1,1,True,,,1
Minoxidil - LMR 2091,PAML-LMR,2091,0,0,True,,,0
Acetaminophen 325mg tablet 100 ea bottle,BWH_CC,946611,0,0,True,,,0
"Doxycycline Hyclate 200 mg Tablet,Delayed Release",EPIC-MED,168552,1,1,True,,,1
Acetaminophen-Dm 160 mg-5 mg/5 ml Oral Liquid,EPIC-MED,70680,0,0,True,,,0
Trimethobenzamide hcl - LMR 768,LMR,768,0,0,True,,,0
Ndc 00517-9120-25 Aminocarpoic HC (MGH),EPIC-PRC,47562145,0,0,True,,,0
Sulfamethoxazole-trimethoprim 800/160 mg tablet to-go (mgh cdh),EPIC-MED,707539,1,1,True,,,1
Trimox 500mg capsule,BWH_CC,908307,1,1,True,,,1
Phenylephrine-Acetaminophen 5 mg-325 mg Tablet,EPIC-MED,43455,0,0,True,,,0
Amoxapine - LMR 2017,LMR,2017,0,0,True,,,0
Acetaminophen 20 mg/0.2ml oral,MGH_CC,1341,0,0,True,,,0
Tpn adult amino acid 15% 0 ml-1,MGH_CC,1569,0,0,True,,,0
Hydrocortisone-Pramoxine 1 %-1 % Lotion,EPIC-MED,11106,0,0,True,,,0
Tetracycline Oral,EPIC-MED,148503,1,1,True,,,1
"Minocycline Er 65 mg Tablet,Extended Release 24 Hr",EPIC-MED,99507,1,1,True,,,1
Tamoxifen 10mg tablet,MGH_CC,900600,0,0,True,,,0
Azithromycin ivpb 500 ml,EPIC-MED,4004082338,0,0,True,,,0
Amoxicillin trihydrate 250 mg/5ml susp recon 100ml bottle,BWH_CC,943158,1,1,True,,,1
Bactrim Ds Oral,EPIC-MED,130316,1,1,True,,,1
Tigecycline 50mg vial,MGH_CC,898990,0,0,True,,,0
Magnesium Amino Acid Chelate 100 mg Tablet,EPIC-MED,1539,0,0,True,,,0
Minocycline hydrochloride 50mg capsule,BWH_CC,910348,1,1,True,,,1
Amox tr/potassium clavulanate 250mg susp recon 150ml bottle,BWH_CC,948602,0,0,True,,,0
Hydrocodone-Acetaminophen Oral,EPIC-MED,138226,0,0,True,,,0
Amoxapine 100 mg Tablet,EPIC-MED,446,0,0,True,,,0
Butalbital-Acetaminophen-Caffeine 50 mg-500 mg-40 mg Capsule,EPIC-MED,17846,0,0,True,,,0
Amoxapine tab 50mg ase,MGH_CC,706390,0,0,True,,,0
Amoxapine - LMR 2017,PAML-LMR,2017,0,0,True,,,0
Azithromycin 250mg tablet 30 ea bottle,BWH_CC,940218,1,1,True,,,1
Sulfamethoxazole/trimetho,BWH_CC,940287,1,1,True,,,1
Minocycline hcl 100mg capsule 50 ea bottle,BWH_CC,941508,1,1,True,,,1
Azasite (azithromycin 1 mgml ophthalmic solution) - LMR 6448,PAML-LMR,6448,0,0,True,,,0
Amoxicillin 500mg capsule 100 ea bottle,BWH_CC,951476,1,1,True,,,1
"Neomy-Bacit-Polymyx-Pramoxine 3.5 mg-500 Unit-10,000 Unit/G Top Oint",EPIC-MED,21070,0,0,True,,,0
Pramoxine hcl 1% - LMR 631,PAML-LMR,631,0,0,True,,,0
"Minocycline Er 45 mg Tablet,Extended Release 24 Hr",EPIC-MED,76449,1,1,True,,,1
Doxycycline Hyclate 75 mg Tablet,EPIC-MED,175195,1,1,True,,,1
Azithromycin 200 mg/5ml susp,MGH_CC,12500,1,1,True,,,1
Butalbital-Acetaminophen-Caff Oral,EPIC-MED,131448,0,0,True,,,0
Vibramycin 50 mg/5 ml Syrup,EPIC-MED,8569,0,0,True,,,0
Tetrahydralazine-Dextran70-Peg400-Povdn 0.05 %-0.1 %-1 %-1 % Eye Drops,EPIC-MED,70260,0,0,True,,,0
Butamben-Tetracaine-Benzocaine 2 %-2 %-14 % (200 mg/Sec) Topical Spray,EPIC-MED,9328,0,0,True,,,0
Doxylamine-Dm-Acetaminophen 6.25 mg-15 mg-325 mg/15 ml Oral Liquid,EPIC-MED,108480,0,0,True,,,0
Doxycycline hyclate 100mg capsule 50 ea bottle,BWH_CC,952160,1,1,True,,,1
Acetaminophen 100 mg/ml Oral Drops,EPIC-MED,8944,0,0,True,,,0
Aminocaproic acid,MGH_CC,704290,0,0,True,,,0
Sulfamethoxazole-Trimethoprim  IVPB 0.8 mg/ml,EPIC-MED,4004082732,0,0,True,,,0
Minocycline ivpb 100 mg mbp (100 ml),EPIC-MED,4004080511,0,0,True,,,0
Minocycline ivpb 100 mg (500 ml) vtd,EPIC-MED,4004083749,0,0,True,,,0
"Omeprazole 10 mg-amox 250 mg-rifabutin 12.5 mg capsule immed,delay rel",EPIC-MED,203706,0,0,True,,,0
Oxycodone-Acetaminophen (Percocet 10/325) Combo Tab,EPIC-MED,2004080266,0,0,True,,,0
Amoxil 250 mg/5ml powder for reconstitution,BWH_CC,905657,1,1,True,,,1
No doz maximum strength 100mg tablet,BWH_CC,905768,0,0,True,,,0
Trimethobenzamide hcl 300mg capsule 100 ea bottle,BWH_CC,942347,0,0,True,,,0
Acetaminophen 500 mg/5 ml Oral Liquid,EPIC-MED,14192,0,0,True,,,0
Butalbital-Acetaminophen 50 mg-650 mg Tablet,EPIC-MED,8956,0,0,True,,,0
Butalbital-Acetaminophen Oral,EPIC-MED,131447,0,0,True,,,0
Aminocaproic acid 500mg tablet u/d,BWH_CC,900034,0,0,True,,,0
Acetaminophen (tylenol arthritis) - LMR 5838,PAML-LMR,5838,0,0,True,,,0
Doxycycline hyclate hyclate 50mg capsule,BWH_CC,902706,1,1,True,,,1
Aminophylline - LMR 2028,LMR,2028,0,0,True,,,0
Pramoxine-Hc-Chloroxylenol 10 mg-10 mg-1 mg/ml Ear Drops,EPIC-MED,116835,0,0,True,,,0
Aminocaproic acid 500mg tablet 100 ea blist pack,BWH_CC,946675,0,0,True,,,0
Pramoxine 1 %-Mineral Oil 46.6 %-Zinc 12.5 % Rectal Ointment,EPIC-MED,11100,0,0,True,,,0
"Neomycin-Polymyxin-Pramoxine 3.5 mg-10,000 Unit-10 mg/Gram Top Cream",EPIC-MED,19880,0,0,True,,,0
Cephalexin 500mg capsule 100 ea bottle,BWH_CC,952904,1,1,True,,,1
Pseudoephd-Dm-Gg-Acetaminophen 30 mg-10 mg-100 mg-250 mg Capsule,EPIC-MED,18249,0,0,True,,,0
Amox tr-k clv 600 -42.9/5ml 12,MGH_CC,1164,0,0,True,,,0
Bactrim Oral,EPIC-MED,130317,1,1,True,,,1
Aminolevulinic acid hcl 30 mg/ml oral solution,EPIC-MED,199571,0,0,True,,,0
"Minocycline Er 80 mg Tablet,Extended Release 24 Hr",EPIC-MED,106267,1,1,True,,,1
Acetaminophen susp 325 mg/10.1,MGH_CC,1532,0,0,True,,,0
Vicodin hp (hydrocodone/acetaminophen 10 mg/660 mg) - LMR 5344,LMR,5344,0,0,True,,,0
Amoxil-oncall,ONCALL,DSHR3-1,1,1,True,,,1
Vicodin hp (hydrocodone/ acetaminophen 10 mg/660 mg) - LMR 5043,PAML-LMR,5043,0,0,True,,,0
Cephalexin monohydrate monohydrate 250mg capsule,BWH_CC,901622,1,1,True,,,1
Hydrocortisone-Pramoxine 2.5 %-1 % (4g) Rectal Cream,EPIC-MED,123415,0,0,True,,,0
Amoxicillin 250mg capsule,MGH_CC,61500,1,1,True,,,1
-aminopyridine-lmr - LMR 2160,LMR,2160,0,0,True,,,0
Aminophylline-oncall,ONCALL,LVAK1,0,0,True,,,0
Amino acid 7.9% inj 250 ml,MGH_CC,704240,0,0,True,,,0
Doxycycline 50 mg/5ml 5ml cup,MGH_CC,1120,1,1,True,,,1
Sulfamethoxazole/trimethoprim 800 -160 mg/ 20ml oral susp 20ml cup,BWH_CC,945831,1,1,True,,,1
Metronid-Tetracyc-Bis Subsal 250 mg-500 mg-262.4  mg Oral Combo Pack,EPIC-MED,17746,0,0,True,,,0
Tetracaine 0.5 % Eye Drops,EPIC-MED,7795,0,0,True,,,0
Let gel (lido/epi/tetracaine) 4%-0.18%-0.5% syringe 3ml syringe,BWH_CC,950016,0,0,True,,,0
Amoxicillin/clavulanic acid 400 -57mg - LMR 4234,PAML-LMR,4234,0,0,True,,,0
Amoxicillin trihydrate 125 mg/5ml susp recon 100ml bottle,BWH_CC,942960,1,1,True,,,1
Ibuprofen 125 mg-acetaminophen 250 mg tablet,EPIC-MED,205264,0,0,True,,,0
Amox tr/potassium clavulanate 500 -125mg tablet 100 ea blist pack,BWH_CC,944377,0,0,True,,,0
Omadacycline 150 mg tablet,EPIC-MED,200337,0,0,True,,,0
Acetaminophen 500mg tablet 100 ea bottle,BWH_CC,945389,0,0,True,,,0
Acetaminophen (nicu) 28.8mg susp 0.9ml oral syringe,BWH_CC,951852,0,0,True,,,0
Acetaminophen 120mg suppos,MGH_CC,2100,0,0,True,,,0
Acetaminophen 325mg tablet 150 ea packet,BWH_CC,943399,0,0,True,,,0
Acetaminophen 325mg tablet 2 ea blist pack,BWH_CC,941987,0,0,True,,,0
Acetaminophen 650mg +butalbital 50mg - LMR 2309,LMR,2309,0,0,True,,,0
Hydrocodone 5 mg-Acetaminophen 500 mg Capsule,EPIC-MED,13040,0,0,True,,,0
Minoxidil Oral,EPIC-MED,141341,0,0,True,,,0
Amox tr/potassium clavulanate 500 -125mg tablet 100 ea blist pack,BWH_CC,942815,0,0,True,,,0
Hydrocortisone 2.5 %-Pramoxine 1 % Lotion,EPIC-MED,11107,0,0,True,,,0
Hydrocortisone-Pramoxine In Emollient 2.5 %-1 % Topical Cream,EPIC-MED,100830,0,0,True,,,0
"Acetaminophen 100 mg/ml Oral Drops,Suspension",EPIC-MED,13334,0,0,True,,,0
Augmentin 250 mg/62.5mg chewable (amoxicillin/clav.acid 250 mg/62.5mg chew) - LMR 4867,LMR,4867,0,0,True,,,0
Sulfamethoxazole-Trimethoprim Oral,EPIC-MED,147896,1,1,True,,,1
Trimethoprim sulfamethoxazole - LMR 770,PAML-LMR,770,1,1,True,,,1
Doxycycline ivpb 100 ml fdfm NSM,EPIC-MED,4004080026,0,0,True,,,0
Phenylephrine-Acetaminophen-Guaifen 10 mg-650 mg-400 mg/20 ml Oral Liq,EPIC-MED,111458,0,0,True,,,0
Doxycycline Syr 500 mg/50 ml Sclerosing Agent,EPIC-MED,4004082496,0,0,True,,,0
Acetaminophen 650mg suppository 1 ea packet,BWH_CC,901007,0,0,True,,,0
Lidocaine 4%-epinephrine 0.1%-tetracaine 0.5% topical gel cmpd NSM,EPIC-MED,7017044,0,0,True,,,0
Vigamox Opht,EPIC-MED,150034,0,0,True,,,0
Azithromycin 500mg pack - LMR 4495,PAML-LMR,4495,1,1,True,,,1
Hydrocortisone-Pramoxine 2.5 %- 1 % Topical Ointment,EPIC-MED,11109,0,0,True,,,0
Oxycodone 5 mg/acetaminophen 500mg - LMR 4923,PAML-LMR,4923,0,0,True,,,0
Amoxicillin/clavulanic acid er 1000 mg/62.5mg - LMR 4157,PAML-LMR,4157,0,0,True,,,0
Acetaminophen IV syr neo_ped_MGH_MEE_BWH,EPIC-MED,709117,0,0,True,,,0
Amoxicillin oral susp 2,MGH_CC,706270,1,1,True,,,1
Doxycycline Monohydrate 75 mg Tablet,EPIC-MED,35072,1,1,True,,,1
"Minocycline Er 105 mg Tablet,Extended Release 24 Hr",EPIC-MED,106268,1,1,True,,,1
Sulfamethoxazole/trimethoprim 800 -160 mg/ 20ml oral susp 20ml cup,BWH_CC,950736,1,1,True,,,1
Hydrocodone/acetaminophen 7.5 mg/500mg - LMR 6725,PAML-LMR,6725,0,0,True,,,0
Acetaminophen 500mg tablet 100 ea blist pack,BWH_CC,954512,0,0,True,,,0
Sulfamethoxazole/trimethoprim ds 800 -160mg tablet 100 ea blist pack,BWH_CC,942799,1,1,True,,,1
Polymyxin b sulfate/tmp eye dr,MGH_CC,978700,0,0,True,,,0
Oxycodone-Acetaminophen 2.5 mg-325 mg Tablet,EPIC-MED,10815,0,0,True,,,0
Amoxicillin 400 mg Chewable Tablet,EPIC-MED,25244,1,1,True,,,1
Deutetrabenazine 12 mg tablet,EPIC-MED,193687,0,0,True,,,0
Deutetrabenazine 6 mg tablet,EPIC-MED,193685,0,0,True,,,0
Hydrocodone 7.5 mg-Acetaminophen 750 mg Tablet,EPIC-MED,14965,0,0,True,,,0
Bactrim-oncall,PAML-ONCALL,DSPJ1-1,1,1,True,,,1
Augmentin 400 mg/57mg chewable (amoxicillin/clav. acid 400 mg/57mg chewable) - LMR 4864,LMR,4864,0,0,True,,,0
Trimethoprim sulfamethoxazole combination tablets-oncall,ONCALL,DSPJ1-T,1,1,True,,,1
Doxylamin-Pse-Dm-Acetaminophen 6.25 mg-30 mg-15mg-500mg/15ml Oral Liqd,EPIC-MED,122955,0,0,True,,,0
Tetrabenazine 12.5 mg Tablet,EPIC-MED,94563,0,0,True,,,0
Tetrabenazine 25 mg Tablet,EPIC-MED,92777,0,0,True,,,0
Doxylamine 6.25 mg-Pe 5 mg-Dm 10 mg-Acetaminophen 325 mg Tablet,EPIC-MED,179595,0,0,True,,,0
Tetrabenazine - LMR 7075,LMR,7075,0,0,True,,,0
Bactrim Ds 800 mg-160 mg Tablet,EPIC-MED,871,1,1,True,,,1
Acetaminophen (Bulk) Misc,EPIC-MED,128324,0,0,True,,,0
Tetracycline hydrochloride 500mg capsule,MGH_CC,891650,1,1,True,,,1
Aminocaproic acid 250 mg/ml solution,BWH_CC,908794,0,0,True,,,0
Diphenhydramine-Pse-Acetaminophen 25 mg-30 mg-500 mg Tablet,EPIC-MED,13211,0,0,True,,,0
Phenylephrine-Acetaminophen 5 mg-325 mg Capsule,EPIC-MED,77026,0,0,True,,,0
-aminopyridine-lmr - LMR 2160,PAML-LMR,2160,0,0,True,,,0
Acetaminophen 20 mg/0.625ml oral syr,MGH_CC,1897,0,0,True,,,0
Zithromax Z-Pak 250 mg Tablet,EPIC-MED,29849,1,1,True,,,1
Acetaminophen/butalbital/caffeine 325mg-50mg-40mg tablet,BWH_CC,910709,0,0,True,,,0
Cephalexin 750 mg Capsule,EPIC-MED,76531,1,1,True,,,1
Azithromycin ivpb 100 ml ped,EPIC-MED,2004080246,0,0,True,,,0
Amoxicillin 125 mg Chewable Tablet,EPIC-MED,9076,1,1,True,,,1
Doxycycline (rosacea) monohydrate sr - LMR 7061,PAML-LMR,7061,1,1,True,,,1
Doxycycline hyclate 100 mg capsule (pep kit basic) NSM,EPIC-MED,702634,1,1,True,,,1
"Minocycline Er 115 mg Tablet,Extended Release 24 Hr",EPIC-MED,99508,1,1,True,,,1
Acetaminophen 325 mg chewable tablet,EPIC-MED,208185,0,0,True,,,0
"Hydrocortisone 2.5 %-Pramox 1 %-E-Pram#1 1 % Kit,Rectal Cream And Wipe",EPIC-MED,125791,0,0,True,,,0
Phenylephrine-Dm-Acetaminophen 5 mg-10 mg-325 mg/15 ml Oral Liquid,EPIC-MED,77083,0,0,True,,,0
Trimox 250mg capsule,BWH_CC,906034,1,1,True,,,1
Minocycline 1.5 % topical foam,EPIC-MED,205318,0,0,True,,,0
Hydrocortisone-Pramoxine 1 %-1 % Topical Ointment,EPIC-MED,11108,0,0,True,,,0
Acetaminophen 325mg +butalbital 50mg - LMR 2308,LMR,2308,0,0,True,,,0
"Lidocaine 70 mg/tetracaine 70 mg, per patch",HCPCS,C9285,0,0,True,,,0
Minocycline hydrochloride 100mg capsule,BWH_CC,909299,1,1,True,,,1
Acetaminophen 80mg suppository,MGH_CC,71000,0,0,True,,,0
Trimethobenzamide hcl 100mg capsule u/d,BWH_CC,900845,0,0,True,,,0
Aminocaproic acid,MGH_CC,704440,0,0,True,,,0
"Instillation, hexaminolevulinate hydrochloride, 100 mg",HCPCS,A9589,0,0,True,,,0
Hydrocodone 7.5 mg-Acetaminophen 325 mg/15 ml Oral Solution,EPIC-MED,37848,0,0,True,,,0
Acetaminophen-Pamabrom 500 mg-25 mg Tablet,EPIC-MED,12406,0,0,True,,,0
Zithromax Oral,EPIC-MED,150965,1,1,True,,,1
"Acetaminophen 80 mg/0.8 ml Oral Drops,Suspension",EPIC-MED,91166,0,0,True,,,0
Minocycline  IVPB (500 ml),EPIC-MED,4004081213,0,0,True,,,0
Cephalexin monohydrate 250mg capsule 100 ea bottle,BWH_CC,947422,1,1,True,,,1
Acetaminophen + pyrilamine - LMR 2521,PAML-LMR,2521,0,0,True,,,0
Trimethobenzamide hcl 200mg suppository 10 ea box,BWH_CC,902033,0,0,True,,,0
Chlorpheniramine-Acetaminophen 2 mg-325 mg Tablet,EPIC-MED,9580,0,0,True,,,0
Cephalexin susp 25,MGH_CC,721710,1,1,True,,,1
Aminophylline 25 mg/ml solution,MGH_CC,704590,0,0,True,,,0
Sleep aid (doxylamine) oral,EPIC-MED,147217,0,0,True,,,0
Tetrahydrozoline 0.1 % Nasal Drops,EPIC-MED,11522,0,0,True,,,0
Acetaminophen Extra Strength Oral,EPIC-MED,128325,0,0,True,,,0
Diclegis (doxylamine/pyridoxine delayed release) - LMR 9058,PAML-LMR,9058,0,0,True,,,0
Amoxicillinclav. acid 400mg 57mg chewable - LMR 5894,PAML-LMR,5894,0,0,True,,,0
Azithromycin - LMR 2991,LMR,2991,1,1,True,,,1
Cephalexin monohydrate monohydrate 250mg capsule,BWH_CC,901621,1,1,True,,,1
Diamox Sequels Oral,EPIC-MED,134652,0,0,True,,,0
Para-aminobenzoic acid - LMR 2317,LMR,2317,0,0,True,,,0
Keflex 500 mg Capsule,EPIC-MED,4206,1,1,True,,,1
Ibuprofen-acetaminophen oral,EPIC-MED,206025,0,0,True,,,0
Doxycycline calcium syrup - LMR 6872,PAML-LMR,6872,1,1,True,,,1
Trimethobenzamide hydrochloride 250mg capsule,BWH_CC,912638,0,0,True,,,0
Trimethoprim 200mg tablet,BWH_CC,909717,1,1,True,,,1
Cpm-Phenylephrine-Acetaminophen 2 mg-5 mg-325 mg Tablet,EPIC-MED,9537,0,0,True,,,0
Doxylamine-Dextromethorphan 6.25 mg-15 mg/15 ml Oral Solution,EPIC-MED,32424,0,0,True,,,0
Aminocaproic Acid Infusion 48 mg/ml (500 ml),EPIC-MED,4004081367,0,0,True,,,0
Oxycodone and acetaminophen-oncall,ONCALL,WSNW2-T,0,0,True,,,0
Acetaminophen 120 mg-Codeine 12 mg/5 ml Elixir,EPIC-MED,14468,0,0,True,,,0
Acetaminophen 500mg tablet 1000 ea bottle,BWH_CC,944899,0,0,True,,,0
Hydrocodone 10 mg-Acetaminophen 660 mg Tablet,EPIC-MED,22740,0,0,True,,,0
Amino Acids-Protein Hydrolysate 15 Gram-100 Kcal/30 ml Oral Liquid,EPIC-MED,125612,0,0,True,,,0
Tetracaine 0.5 % Viscous Eye Drops,EPIC-MED,124294,0,0,True,,,0
Benzocaine-trimethobenzamide adult 2%-200mg suppository,BWH_CC,910517,0,0,True,,,0
Hydrocortisone-Pramoxine 2.5 %-1 % Rectal Lotion,EPIC-MED,28850,0,0,True,,,0
Acetaminophen 300 mg-Codeine 30 mg/12.5 ml (12.5 ml) Oral Solution,EPIC-MED,160650,0,0,True,,,0
Tetracycline solution - LMR 4255,LMR,4255,1,1,True,,,1
Acetaminophen 325mg tablet,BWH_CC,904597,0,0,True,,,0
Amoxicillin extended release - LMR 6388,PAML-LMR,6388,1,1,True,,,1
Doxylamine-Phenylephrine-Acetaminophen 6.25 mg-5 mg-325 mg Capsule,EPIC-MED,77027,0,0,True,,,0
Trimethobenzamide hcl - LMR 768,PAML-LMR,768,0,0,True,,,0
Hc acetate/pramoxine hcl 1%-1% foam 10gm can,BWH_CC,946652,0,0,True,,,0
Cephalexin monohydrate 125 mg/5ml powder for reconstitution,BWH_CC,902912,1,1,True,,,1
Acetaminophen 650mg supp rect 12 ea box,BWH_CC,947563,0,0,True,,,0
Cephalexin 500 mgcap,BWH_CC,914764,1,1,True,,,1
Tigecycline - LMR 4928,LMR,4928,0,0,True,,,0
Hydrocodone 2.5 mg-Acetaminophen 325 mg Tablet,EPIC-MED,128054,0,0,True,,,0
Zithromax 500 mg Tablet,EPIC-MED,33375,1,1,True,,,1
Tamoxifen 10 mg/5 ml Oral Solution,EPIC-MED,76986,0,0,True,,,0
Diamox sequels 500mg capsule extended release,BWH_CC,900020,0,0,True,,,0
Azithromycin - LMR 2991,PAML-LMR,2991,1,1,True,,,1
Colace liquid (ceruminolytic) (docusate sodium liquid (ceruminolytic)) - LMR 5317,PAML-LMR,5317,0,0,True,,,0
Acetaminophen 160 mg Disintegrating Tablet,EPIC-MED,39713,0,0,True,,,0
Aminocaproic acid bolus from infusion 48 mg/ml,EPIC-MED,701560,0,0,True,,,0
Augmentin 200 mg/28.5mg chewable (amoxicillin/clav.acid 200 mg/28.5mg chewable) - LMR 4863,LMR,4863,0,0,True,,,0
Butalbital-Acetaminophen-Caffeine 50 mg-750 mg-40 mg Tablet,EPIC-MED,38456,0,0,True,,,0
Mapap (Acetaminophen) 500 mg Capsule,EPIC-MED,4753,0,0,True,,,0
Oxycodone 7.5 mg-Acetaminophen Er 325 mg Tab Extended Rel. Oral Only,EPIC-MED,173168,0,0,True,,,0
"Minocycline Er 55 mg Tablet,Extended Release 24 Hr",EPIC-MED,106266,1,1,True,,,1
Oxycodone-Acetaminophen (Percocet 7.5/325) Combo Tab,EPIC-MED,2004080264,0,0,True,,,0
Augmentin 250 mg/62.5mg chewable (amoxicillin/clav.acid 250 mg/62.5mg chew) - LMR 4867,PAML-LMR,4867,0,0,True,,,0
Sulfamethoxazole-trimethoprim desensitization oral bwh_mgh,EPIC-MED,701725,1,1,True,,,1
Doxycycline Monohydrate 150 mg Tablet,EPIC-MED,43209,1,1,True,,,1
Diphenhydramine-Phenylephrine-Acetaminophen 12.5 mg-5 mg-325 mg Tablet,EPIC-MED,43636,0,0,True,,,0
Aminophylline tab,MGH_CC,704800,0,0,True,,,0
Oxycodone and acetaminophen-oncall,PAML-ONCALL,WSNW2,0,0,True,,,0
Aminocaproic acid 5gm injection 20ml vial,BWH_CC,905243,0,0,True,,,0
Acetaminophen Extra Strength 500 mg Tablet,EPIC-MED,116125,0,0,True,,,0
Minocycline 75 mg Tablet,EPIC-MED,35710,1,1,True,,,1
"Amoxicillin Er 775 mg Tablet,Extended Release 24hr Mphase",EPIC-MED,95678,1,1,True,,,1
Phenylephrine-Dm-Acetaminophen-Guaifen 5 mg-10 mg-325 mg-200 mg Tablet,EPIC-MED,70655,0,0,True,,,0
Aminocaproic acid 500mg tablet,MGH_CC,44400,0,0,True,,,0
Pramoxine-Menthol 1 %-1 % Topical Cream,EPIC-MED,24850,0,0,True,,,0
Trimethobenzamide hcl 300mg capsule 100 ea bottle,BWH_CC,941370,0,0,True,,,0
Vigamox 0.5 % Eye Drops,EPIC-MED,35697,0,0,True,,,0
Minoxidil 2.5mg tablet 1 ea u/d,BWH_CC,903320,0,0,True,,,0
Minoxidil 10mg tablet,BWH_CC,909186,0,0,True,,,0
Minoxidil 2.5mg tablet 100 ea blist pack,BWH_CC,945239,0,0,True,,,0
Tetrabenazine Oral,EPIC-MED,148487,0,0,True,,,0
Soltamox 10 mg/5 ml Oral Solution,EPIC-MED,77338,0,0,True,,,0
Tigecycline - LMR 4928,PAML-LMR,4928,0,0,True,,,0
Diamox 250mg tablet,BWH_CC,901692,0,0,True,,,0
Acetaminophen PM oral,EPIC-MED,128330,0,0,True,,,0
Isometheptene 65 mg-Caffeine 20 mg-Acetaminophen 325 mg Tablet,EPIC-MED,172894,0,0,True,,,0
Amoxil 125 mg/5ml powder for reconstitution,BWH_CC,906047,1,1,True,,,1
Pseudoephedrine-Acetaminophen 30 mg-500 mg Tablet,EPIC-MED,6718,0,0,True,,,0
Pramoxine + hydrocortisone 2.5% - LMR 2421,PAML-LMR,2421,0,0,True,,,0
Amoxicillin oral susp 1,MGH_CC,706330,1,1,True,,,1
Minoxidil 10mg tablet u/d,BWH_CC,903322,0,0,True,,,0
"Aminocaproic Acid 1,000 mg Tablet",EPIC-MED,39594,0,0,True,,,0
Acetaminophen 100mg 1ml oral drops - LMR 4828,PAML-LMR,4828,0,0,True,,,0
Diamox 250mg tablet,BWH_CC,900019,0,0,True,,,0
Tetracycline solution - LMR 4255,PAML-LMR,4255,1,1,True,,,1
Minocycline hcl 100mg tablet 1 ea u/d,BWH_CC,908004,1,1,True,,,1
Aminocaproic Acid Infusion 20 mg/ml (250 ml),EPIC-MED,4004082331,0,0,True,,,0
Hydrocodone 10 mg-Acetaminophen 325 mg/15 ml Oral Solution,EPIC-MED,125205,0,0,True,,,0
Hydrocodone 7.5 mg-Acetaminophen 500 mg/15 ml Oral Solution,EPIC-MED,8951,0,0,True,,,0
Chlorpheniramine 4 mg-Dm 30 mg-Acetaminophen 650 mg/30 ml Oral Liquid,EPIC-MED,127629,0,0,True,,,0
Cephalexin 250 mg/5ml 100ml sus,MGH_CC,217200,1,1,True,,,1
Amino ac-protein hydr-whey 11 gram-40 kcal/45 ml tube feed liquid pack,EPIC-MED,173126,0,0,True,,,0
Sulfamethoxazole-Trimethoprim  IVPB NWH Fm,EPIC-MED,4004083388,0,0,True,,,0
Demeclocycline 300 mg Tablet,EPIC-MED,9727,0,0,True,,,0
Oxycodone-Acetaminophen 2.5 mg-300 mg Tablet,EPIC-MED,76411,0,0,True,,,0
